latitude,longitude,altitude,geometry,coordinates,@id,piste:difficulty,piste:type,type,access,area,leisure,name,route,note,source,piste:grooming,website,fixme,lit,comment,piste:ref,bridge,layer,piste:name,piste:alt_name,highway,sac_scale,service,piste:old_name,tunnel,abandoned,material,old_name,piste:old_ref,trail_visibility,oneway,tracktype,piste:abandoned,closed,piste:patrolled,cycleway:right,description,lane_markings,surface,short_name,piste:oneway,oneway:track,lanes,railway,ele:local,bicycle,foot,sidewalk,FIXME,structure,@relations,sport
,,,LineString,"6.5529907,45.3854552,6.5526553,45.3857722,6.5524679,45.3859493",way/267582581,easy,downhill,,,,,Gélinotte,,,,,,,,,t 34,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.575088,45.3942089,6.5752328,45.3942622,6.5754678,45.3943439,6.5756672,45.3943789,6.5758903,45.3944289,6.5759733,45.3944605,6.5759662,45.3945005,6.5759211,45.3945155,6.5758547,45.3945189,6.5756695,45.3945189,6.5754108,45.3945339,6.5751094,45.3946122,6.5750192,45.3946489,6.5749978,45.3946822,6.5750429,45.3946956,6.5751758,45.3947089,6.575463,45.3947606,6.5755627,45.3947906,6.5755865,45.3948356,6.5755485,45.3948639,6.575501,45.3948756,6.5753705,45.3948739,6.5752494,45.3948739,6.575088,45.3948906,6.5749598,45.3949289,6.5748744,45.3949556,6.5748056,45.3950339,6.5748008,45.3950722,6.574853,45.3950972,6.5749409,45.3950939,6.5750975,45.3950839,6.5752186,45.3950906,6.5753277,45.3951206,6.5753372,45.3951556,6.5752898,45.3951722,6.5751758,45.3951622,6.5750453,45.3951672,6.5748768,45.3952206,6.5747676,45.3952606,6.5747011,45.3952722,6.5745872,45.3952806",way/267582600,novice,downhill,,,,,,,,,,,,,,,,,Piou Piou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6042007,45.3841086,6.604058,45.3842833,6.6030118,45.3852077,6.6027112,45.3853143,6.6016709,45.3856834,6.5968184,45.3872508,6.5961602,45.3875858,6.5957664,45.3876509,6.5950647,45.3876584,6.5941826,45.3878474,6.5928346,45.3882459,6.5913301,45.3887699,6.5904582,45.3891242,6.5896786,45.3896092,6.588476,45.3903445,6.5883111,45.390392,6.5881059,45.390392,6.5877845,45.3901903,6.5874016,45.3898542,6.5871221,45.3897202,6.5868274,45.3897986,6.5808848,45.3917865,6.5779625,45.3931497",way/269999511,intermediate,downhill,,,,,Chamois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6164888,45.3956397,6.6164709,45.3956282,6.6163766,45.3955678,6.6163318,45.3955788,6.6163206,45.3958245,6.6162077,45.3960399,6.6159368,45.3964443,6.616046,45.3968087,6.6162376,45.3970269,6.61652,45.3971247,6.6170013,45.3974086,6.6179868,45.3981442,6.6188898,45.39884,6.6198789,45.3996788,6.6207988,45.4005412,6.6224989,45.4017638,6.6231217,45.4021976,6.6238689,45.4027508,6.6243894,45.4028063,6.6251094,45.4029156",way/269999537,easy,downhill,,,,,,,,survey,,,,,,,,,Sources,,,,,Stade de Descente,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5623414,45.3908835,6.5623329,45.3909986,6.562318,45.3912018,6.5624267,45.3915075",way/269999543,advanced,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6197562,45.3909615,6.6201247,45.3910733,6.6206034,45.3913202,6.6210206,45.3916068",way/269999546,advanced,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5928346,45.3882459,6.5919327,45.3880949,6.5915091,45.387923,6.5910006,45.3877907,6.5905217,45.3877758,6.5901557,45.3877645",way/269999548,intermediate,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6164888,45.3956397,6.6164301,45.3955334,6.6165346,45.3955395,6.616687,45.3955945,6.6170774,45.3957471,6.6171774,45.3958735,6.6175234,45.3961082",way/269999552,novice,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5473884,45.3896895,6.5481618,45.389785,6.5491253,45.3899523,6.5500868,45.390281,6.551,45.390446,6.5516425,45.3904813,6.5521481,45.3904888",way/269999553,advanced,downhill,,,,,,,,,classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5635339,45.3783677,6.5635719,45.3784426,6.5635815,45.3788177,6.5632984,45.3797064,6.5638576,45.3804676,6.5639819,45.3809802,6.5638576,45.3812133,6.5639198,45.3816327,6.5646005,45.382027,6.5645849,45.3823981,6.5642701,45.382855,6.5636652,45.383296,6.5632517,45.3836994,6.5631858,45.3838619,6.5630188,45.3842736,6.5627949,45.3850724,6.5630309,45.3858161,6.5632533,45.3860678,6.5637063,45.3863087,6.5646685,45.3863167,6.5649162,45.3864445,6.5649129,45.3866951,6.5649115,45.3868067,6.5645117,45.387561,6.5645921,45.3878384,6.5649742,45.3879409,6.5656313,45.3878748,6.5662739,45.3876537,6.566407,45.387571,6.5665095,45.3875104,6.5669875,45.3873539,6.567212,45.3873291,6.5672184,45.3875207,6.5671506,45.3876845,6.5671402,45.3877371,6.5669391,45.3879904,6.5668699,45.3882554,6.5668475,45.3884341,6.5668098,45.3888699,6.5667486,45.3894813,6.5667169,45.3897812,6.5669141,45.3900656,6.5672847,45.3903834,6.5675278,45.3908488,6.5676348,45.3912752",way/270399840,easy,downhill,,,,,Lièvre,,,,,,,,,t 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5633383,45.3772548,6.5634666,45.3773196,6.5638362,45.3773152,6.5643823,45.3773898,6.5650513,45.3775678",way/270399841,novice,downhill,,,,,Perdrix,,,,,,,,,t 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5064635,45.376856,6.5063534,45.3770148,6.5062955,45.3771232,6.5060398,45.3774215,6.5059192,45.3776706,6.5057503,45.3779977,6.5057213,45.3780621,6.5056755,45.378323,6.5056297,45.3784806,6.5054415,45.3788433,6.5052897,45.3790912,6.505152,45.3792906,6.5050893,45.3794313,6.5049952,45.3794991,6.5049349,45.3795092,6.5048891,45.379449",way/270399842,easy,downhill,,,,,Saint-Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5168936,45.3770557,6.5168517,45.3765778,6.5166742,45.3762806,6.5162239,45.3758205,6.5158964,45.3755856,6.5151526,45.3753316,6.514244,45.3751202,6.5136826,45.3749619,6.5128343,45.3748253,6.5125785,45.3747273,6.5117209,45.3735218,6.5106783,45.3729756,6.5095472,45.3728639,6.5089641,45.3729259,6.5086099,45.3736301",way/270399862,easy,downhill,,,,,Loy,,,,,,,,,,,,Boulevard de la Loy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6261054,45.3809316,6.6263071,45.3812758,6.626595,45.3816327,6.6268644,45.3819071,6.627481,45.3821154,6.628405,45.3825685,6.6302813,45.3840933",way/319753183,intermediate,downhill,,,,,Park City,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5495617,45.2865413,6.5496096,45.2864298,6.5497649,45.2864091,6.5500923,45.2864459,6.5504549,45.2864495",way/321429138,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5831209,45.2866821,6.5832358,45.2867235,6.5833202,45.2867539,6.5833592,45.2867551,6.583423,45.2867307,6.5834307,45.2867205,6.5834272,45.2867088,6.5834023,45.2866801,6.5833978,45.2866733,6.5833904,45.2866623,6.5833848,45.2866476,6.5833854,45.2866297",way/321429139,novice,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6305138,45.3841742,6.6302813,45.3840933",way/321429142,intermediate,downhill,,,,,Park City,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6304961,45.3824901,6.6308412,45.3819991,6.6313573,45.3816752,6.6317288,45.3813906,6.6318848,45.3811993,6.6319353,45.3807388,6.6319714,45.3799998",way/321429143,intermediate,downhill,,,,,Park City,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5512306,45.2866306,6.5512085,45.2868965,6.5511991,45.2870103,6.550649,45.2874803,6.5500269,45.2879042,6.5494505,45.2883557,6.5492082,45.288798,6.5492672,45.2889823,6.5499221,45.2894247,6.5505573,45.2898209,6.55078,45.2901756,6.5508979,45.2906133,6.5511533,45.2909358,6.5517951,45.2913643,6.5519195,45.2916315,6.5520112,45.292083,6.552057,45.2924562,6.5522731,45.2927004,6.5525809,45.292857,6.552715,45.2934397",way/321429144,easy,downhill,,,,,Tétras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5329009,45.3358505,6.5328392,45.3358015,6.5325603,45.3354904,6.5323993,45.3352075,6.5321955,45.3349775,6.5320191,45.3347545,6.5319959,45.3346658,6.5317797,45.3345929,6.5315169,45.3344307,6.5314015,45.3343025,6.5313887,45.3340413",way/326384915,,yes,,,,,Desserte Le Levassaix,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5325607,45.332802,6.5323676,45.3330167,6.5323476,45.3331402,6.5321954,45.333373,6.5319895,45.3338261,6.5319567,45.3339664,6.5319431,45.3341081,6.5319296,45.334282,6.531933,45.3343963,6.5319605,45.3345306,6.5319959,45.3346658",way/326384916,,yes,,,,,Desserte Le Levassaix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6469183,45.371032,6.6468149,45.3707183,6.6476036,45.3702817,6.6484028,45.3703113,6.6491753,45.3705827,6.6494971,45.3709444,6.6497288,45.3713707",way/326458270,intermediate,downhill,,,,,Roc Merlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5869087,45.3413379,6.5871013,45.3420216,6.5877289,45.3430018,6.5879779,45.3432188,6.5881182,45.3432658,6.588458,45.3432489,6.5886055,45.3432959,6.588725,45.3434989,6.5888047,45.3437019,6.588723,45.3439196",way/328867566,freeride,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5776164,45.4054745,6.5776555,45.4055052,6.5777452,45.4055674,6.5778432,45.4056387,6.5779162,45.4057012,6.5779608,45.4057513,6.5780018,45.4058238,6.5780089,45.4058839,6.5779946,45.4059715,6.577959,45.4060328,6.577861,45.4061804,6.577804,45.406278,6.5777345,45.4063743,6.5776864,45.4064581,6.5776257,45.4065622,6.5775942,45.4066579,6.5775488,45.4068125,6.5775208,45.4069499,6.5774894,45.4070701,6.577444,45.4071462,6.5773706,45.4071977,6.5772867,45.4073082,6.5772028,45.4073842,6.5771154,45.4074529,6.5769057,45.407583,6.5767904,45.4076811,6.5767075,45.4077292,6.5765957,45.4077574,6.5764978,45.4077942,6.576376,45.4078199,6.5762941,45.4078533,6.5762244,45.407842,6.5761546,45.4077666,6.5760795,45.4076386,6.5760581,45.407552,6.5759853,45.407528,6.5758596,45.4074541,6.5757737,45.4072808,6.5756968,45.4071872,6.5756246,45.4071529,6.5756047,45.4071096,6.5755411,45.4069632,6.5754506,45.4068997,6.5753647,45.4068101,6.5752557,45.4066602,6.5752186,45.4065755,6.5752209,45.4064973,6.5752696,45.4064354,6.575323,45.4063556,6.5753578,45.4062676,6.5753415,45.4061797,6.5752557,45.4061096,6.575135,45.4060396",way/329041284,,nordic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5771995,45.4038894,6.5771834,45.4039432,6.5771745,45.4039957,6.5771995,45.4040533,6.5772209,45.4041146,6.577269,45.4041746,6.5773135,45.4042284,6.577399,45.4043936,6.5774222,45.4044649,6.5774561,45.40457,6.5774721,45.4046338,6.5774917,45.4047301,6.5775291,45.4048027,6.5775808,45.404874,6.5776485,45.4049478,6.5777144,45.4050203,6.5777822,45.4051242,6.5778231,45.405178,6.5778552,45.4052718,6.5778534,45.4053168,6.5778214,45.4053581,6.5777483,45.4054082,6.577677,45.405447,6.5776164,45.4054745,6.5775452,45.4055033,6.5774237,45.4055396,6.5773581,45.4055499,6.5772367,45.4055615,6.5771282,45.4055589,6.5770494,45.4055543,6.5769657,45.4055393,6.5769329,45.4055105,6.5769116,45.405461,6.5768968,45.4053919,6.5768935,45.4053043,6.5768935,45.405196,6.5769034,45.4050797,6.5769067,45.4049956,6.5768722,45.4048839,6.5768367,45.4046556,6.5767811,45.4045481,6.5767091,45.4044715,6.5765444,45.4043363,6.5764516,45.4042043,6.5764052,45.404061,6.5762984,45.4037254,6.5762706,45.4034941,6.5762451,45.4032399,6.5762799,45.4030021,6.5763077,45.4028375,6.5762984,45.4027658,6.5762288,45.4026877,6.5761499,45.4026746,6.5760989,45.4027219",way/329041285,,nordic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5766481,45.4062865,6.5768079,45.4063601,6.5769199,45.4064021,6.5769672,45.4064797,6.5770155,45.4065596,6.5770427,45.4066447,6.5770724,45.4067279,6.5770773,45.4067869,6.5770823,45.4069066,6.5770625,45.4070298,6.5770551,45.4071478,6.5770155,45.4072484,6.5769636,45.4073768",way/329041288,,hiking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5882416,45.3986174,6.5882733,45.3987393,6.5883048,45.3988178,6.5883712,45.3989086,6.5884341,45.3989626,6.5885809,45.3990068,6.5886543,45.3990264,6.588864,45.3990902,6.5890317,45.399154,6.5891506,45.3992301,6.5892729,45.3993381,6.5893078,45.399424,6.5893043,45.3995565,6.5892904,45.3997062,6.5892869,45.3998878,6.5892799,45.4000694,6.5893218,45.4002142,6.5894371,45.4003786,6.5895001,45.4005209,6.589549,45.4006363,6.5895839,45.4007614,6.5895979,45.4009381,6.5895525,45.4010534,6.5894476,45.4011688,6.5893218,45.401262,6.589182,45.4013749,6.5890457,45.4015099,6.5889024,45.4016743,6.5887381,45.4018191,6.5886088,45.4019,6.5884551,45.4019712,6.5882908,45.4020252,6.588158,45.4020743,6.5879098,45.4021651,6.587784,45.402197,6.5875638,45.402251,6.587473,45.4022878,6.5872763,45.4023071,6.5870396,45.4022951,6.5868109,45.4023187,6.5866424,45.4023312,6.5864127,45.4024187,6.5863865,45.4025224,6.5864127,45.402663,6.5863537,45.4027597,6.5862224,45.4028611,6.5860813,45.4029463,6.5860058,45.4030684,6.5858451,45.4033011,6.5857762,45.4034163,6.5856613,45.4035661,6.5855826,45.4036674,6.5854677,45.4036997,6.5853857,45.4036697,6.5853069,45.4036098,6.5851822,45.4035499,6.5850313,45.4034301,6.5849263,45.4033357,6.5848278,45.4032965,6.5846539,45.4033334,6.5845752,45.4034048,6.5845096,45.4035016,6.5844078,45.4035661,6.5843094,45.403702,6.5842602,45.4038471,6.5842306,45.4039508,6.5843028,45.4041881,6.5844439,45.4044277,6.5845456,45.4047318,6.5845949,45.4048539,6.5845785,45.4049553,6.584526,45.4050106,6.5844439,45.4050313,6.5843389,45.4049852,6.5842241,45.4049,6.584037,45.4048378,6.5836991,45.4048585,6.5835153,45.4048931,6.5832397,45.4049138,6.5828917,45.4048463,6.5821482,45.4047682",way/329041291,novice,downhill,,,,,Moon Wild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5764389,45.406102,6.5763764,45.4061161,6.5761977,45.4061406,6.5760562,45.4061406,6.5759703,45.4061047,6.57591,45.4060445,6.5758311,45.4059695,6.5757058,45.4058881,6.575555,45.4057936,6.5754784,45.4057512,6.5752557,45.4056193,6.5748079,45.4052593,6.574664,45.4051127,6.5745271,45.4049123,6.574425,45.4046858,6.5743949,45.4046207,6.5743879,45.4045148,6.5745086,45.4042574,6.5745132,45.4040701,6.5745016,45.4039267",way/329041297,,hiking,,,,,,,,,,,,,,,,,,,track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5764389,45.406102,6.5765033,45.4061698,6.5766481,45.4062865",way/329041298,,hiking,,,,,,,,,,,,,,,,,,,unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5752899,45.4073112,6.5752532,45.4073129,6.5752103,45.4073053,6.5751712,45.407292,6.5751548,45.4072699,6.5751523,45.4072469,6.5751561,45.4072177,6.5751964,45.4071921,6.5752455,45.4071841,6.5752985,45.4072053,6.5753249,45.4072319,6.5754333,45.4073531,6.5755089,45.4074212,6.5756361,45.4075264,6.5756816,45.4075936,6.5756981,45.407669,6.5756898,45.4078432,6.5756402,45.4080792,6.5756099,45.4082321,6.5755713,45.4084468,6.5755465,45.40859,6.5754749,45.4091066,6.5754804,45.409184,6.5754969,45.409271,6.5755245,45.4093929,6.5755768,45.4094954,6.5756182,45.4095932,6.5755323,45.4096534,6.575468,45.4097438,6.5754304,45.4099434,6.5754894,45.410207,6.5755538,45.4103238,6.5755163,45.4103577,6.5754358,45.4103539,6.5753339,45.4102748,6.57524,45.4102221,6.5750616,45.4101938,6.5750857,45.4103191,6.5750992,45.4104321,6.5749798,45.4104255,6.574894,45.4104518",way/329559873,,nordic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5769523,45.4055848,6.5769657,45.4055393,6.5769523,45.4054822,6.5769473,45.4054238,6.5769473,45.405346,6.5769624,45.4052469,6.5769649,45.4051514,6.5769674,45.4050753",way/329559874,,hiking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5404803,45.322955,6.5393025,45.3230138,6.5387904,45.3229149,6.5387115,45.3228247,6.5386694,45.3226924,6.5387686,45.3226404,6.538811,45.3224959,6.5389369,45.3224768",way/329559875,novice,downhill,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5769523,45.4055848,6.5768221,45.4055698,6.5767753,45.4055644,6.5766696,45.4055822,6.5765456,45.4056559,6.5765301,45.4056651,6.5764228,45.4059287,6.5764389,45.406102",way/329559877,,hiking,,,,,,,,,,,,,,,,,,,unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5379595,45.3409948,6.538107,45.3409665,6.5381901,45.3409119,6.5383108,45.340844,6.5384396,45.3407573,6.5385576,45.3406102,6.5386761,45.3404497,6.5388714,45.3402916,6.5389492,45.3401785,6.5390421,45.3400627,6.5393006,45.3398919,6.5394159,45.3398108,6.5394588,45.3396468,6.5395044,45.3394715,6.5395098,45.3392094,6.5395071,45.3391585,6.5395581,45.3390209,6.53966,45.3388946,6.5397431,45.3387532,6.539888,45.3386174,6.5400301,45.3385099,6.5400999,45.3384251,6.5401374,45.3383572,6.5402957,45.3382271,6.5403708,45.3380933,6.5404539,45.3379519,6.5404727,45.3378482,6.5405263,45.3377181,6.5405156,45.3375578,6.5405961,45.3373467,6.540698,45.3371939,6.5407275,45.3371317,6.5407382,45.3370846,6.5407248,45.3370073,6.5407382,45.3369677,6.5407811,45.3369168,6.5407999,45.3368791,6.5407919,45.3366736,6.5408241,45.336617,6.5408804,45.3365623,6.5409367,45.3365039,6.5409796,45.3363662,6.5410199,45.3363097,6.5411513,45.3362286,6.5411808,45.3361852,6.5412478,45.3357817,6.5413095,45.3355781,6.5412881,45.3352274,6.5412639,45.33502,6.5412371,45.334839,6.54128,45.3346806,6.5413337,45.3345694,6.5413471,45.3344864,6.5412291,45.3342866,6.5411808,45.334147,6.5411781,45.3340056,6.5412827,45.3337756,6.5412934,45.3337039,6.5411996,45.3334192,6.5412344,45.3332759,6.5412371,45.3331911,6.5410976,45.3329441,6.540934,45.3325764,6.5409313,45.332369,6.5408214,45.3321031,6.5408241,45.331858,6.5407999,45.3316543,6.5405773,45.3312451,6.5405558,45.3311169,6.5405692,45.3310641,6.5408536,45.330736,6.5409233,45.3305758,6.5409635,45.3303551,6.541008,45.3301708,6.5410117,45.3300866,6.5409372,45.3299683,6.5408813,45.3299111,6.5407662,45.3297744,6.5407263,45.3296362,6.5407725,45.3294224,6.5409448,45.328956,6.5409206,45.3288598,6.5408026,45.3286637,6.5407302,45.3285958,6.5406112,45.3284943",way/329559879,,hike,,,,,,,,,,,,,,,,,Balcon “Bernadette”,,track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5843542,45.2851679,6.5843711,45.2852909,6.5845012,45.2858258,6.5844369,45.2863857,6.5839961,45.2876102,6.5838978,45.2877616,6.583768,45.2879026,6.5836029,45.2880801,6.5835213,45.288208,6.5834489,45.2884063,6.5834118,45.2885851,6.5834192,45.28882",way/329742750,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5880518,45.3892763,6.5880619,45.3894119,6.5881182,45.3894919,6.5882765,45.3895814,6.5883824,45.3896643,6.5884307,45.3897349,6.588432,45.3898225,6.5884294,45.3899939,6.588476,45.3903445",way/329742751,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5698444,45.2973518,6.5698352,45.2973462",way/329967628,easy,downhill,,,,,Access UCPA,,,approx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5698888,45.2973823,6.5698444,45.2973518",way/329967629,easy,downhill,,,,,Access UCPA,,,approx,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5705088,45.295108,6.5701029,45.2952731,6.5699854,45.2953282,6.5699393,45.2953881,6.5698657,45.2955015,6.5698081,45.2956279,6.5697321,45.2957461,6.5696927,45.2958392,6.5695834,45.2959203,6.569481,45.2959632,6.5692943,45.2959774,6.569178,45.296016,6.5690619,45.2960784,6.5689466,45.2962099,6.5688546,45.2963535,6.568792,45.2965276,6.5688016,45.2966388,6.5688544,45.2968786,6.5689153,45.2970057,6.5690221,45.2970893,6.5691678,45.297141,6.5695272,45.2972065,6.5696582,45.2972428,6.5697597,45.2972722,6.5698081,45.2973006,6.5698313,45.2973246,6.5698352,45.2973462,6.5698093,45.2973652,6.5697293,45.2973827,6.5696173,45.2973948,6.5690434,45.2974147,6.5687139,45.297418,6.5685195,45.2974556,6.5682938,45.2975251,6.5681594,45.2975751,6.5680179,45.2975711,6.5679059,45.2975227,6.5677843,45.2974273,6.5675207,45.2971463,6.5673617,45.2968897,6.567271,45.2967369,6.5671931,45.2963695,6.5670705,45.2960461,6.5668597,45.2957797,6.5665593,45.295494,6.5660244,45.2951037",way/329967630,easy,downhill,,,,,Access UCPA,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5447511,45.3144203,6.5446762,45.3143779,6.5446394,45.3143949,6.5445629,45.3144746,6.5444764,45.3145952,6.5444325,45.3146808,6.5444183,45.3147416,6.5444112,45.3147944,6.5444183,45.3148233,6.5444382,45.3148343,6.5445062,45.3148395",way/330150061,novice,downhill,,,,,,,,local_knowledge;Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5216696,45.3146197,6.5217778,45.3146391,6.521815,45.3146577,6.521823,45.3146914,6.5218071,45.3147231,6.5217603,45.3147475",way/330150063,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5446518,45.3128818,6.5446647,45.3128407,6.5447,45.3128115,6.5447454,45.3127997,6.5447902,45.3128055,6.5448451,45.3128257,6.5448725,45.3128648,6.5448522,45.3129157,6.5448088,45.312956,6.5447385,45.3129676,6.54469,45.3129499,6.5446438,45.3128997,6.5446366,45.3128727,6.5446558,45.3128275,6.5448264,45.3126231,6.5448449,45.3125791,6.5448325,45.3125438,6.5446929,45.3124326",way/330150067,,sled,,,,track,Speed Mountain,,,,,,position is approximate;find a good way to tag a luge on rails track (all-year),,,,,1,,,,,,,,,,,,,yes,,,,,,,,metal,,,,2,light_rail,,,,,,,,
,,,LineString,"6.5405251,45.3087953,6.5405024,45.3086479,6.5404319,45.3084181,6.5403657,45.3080003,6.5403541,45.3077994,6.5403716,45.3076928,6.5404055,45.3075494,6.540501,45.3073731,6.5405832,45.3072337,6.5406042,45.307142,6.5406083,45.3070431,6.5405942,45.3069293,6.5405612,45.3068182,6.5404996,45.3066407,6.5404729,45.3065246,6.5404633,45.3061043,6.5404446,45.3058361,6.540426,45.3056978,6.5403923,45.3056206,6.5403622,45.3055673,6.5403049,45.3055101,6.5401952,45.3054456,6.5400795,45.3053906,6.5399659,45.3053371,6.5398907,45.3052906,6.539819,45.3052277,6.5397714,45.3051697,6.5397391,45.3050955,6.5397341,45.3050387,6.5397499,45.3049494,6.5397969,45.3048073,6.5398499,45.3047509,6.5399112,45.3047077",way/330150079,easy,hike,,,,,Le plan de l'eau,,,,,,,,,,,,,,track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5442298,45.3030145,6.5442486,45.3029501",way/330285948,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5598874,45.3266578,6.5588873,45.3271035",way/330285949,easy,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.581602,45.2940668,6.5816888,45.2943895,6.5818621,45.2948015,6.5820295,45.2951797,6.5820636,45.2952802",way/330285950,novice,downhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.5960525,45.2935323,6.5952491,45.2939281,6.5948279,45.294119,6.594418,45.2942891,6.5940624,45.2943602,6.5929592,45.2945407,6.5922209,45.2946121,6.5916734,45.2945702,6.5915171,45.2945233,6.5913909,45.2944854,6.5907677,45.2942629,6.5904411,45.2941749,6.5896082,45.2940252,6.588879,45.2939485,6.5881814,45.2937869",way/330285951,intermediate,downhill,,,,,Béranger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
